index	character	character in latex	character/story	character/story in latex	card url
138	Don Lockwood	Don Lockwood	Don Lockwood/Singin' in the Rain	Don Lockwood/Singin' in the Rain	https://compstorylab.org/archetypometrics/cards/Singin-in-the-Rain-Don-Lockwood-2000-464-341.pdf
139	Kathy Selden	Kathy Selden	Kathy Selden/Singin' in the Rain	Kathy Selden/Singin' in the Rain	https://compstorylab.org/archetypometrics/cards/Singin-in-the-Rain-Kathy-Selden-2000-464-341.pdf
140	Cosmo Brown	Cosmo Brown	Cosmo Brown/Singin' in the Rain	Cosmo Brown/Singin' in the Rain	https://compstorylab.org/archetypometrics/cards/Singin-in-the-Rain-Cosmo-Brown-2000-464-341.pdf
141	Johnny Rose	Johnny Rose	Johnny Rose/Schitt's Creek	Johnny Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Johnny-Rose-2000-464-341.pdf
142	Moira Rose	Moira Rose	Moira Rose/Schitt's Creek	Moira Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Moira-Rose-2000-464-341.pdf
143	David Rose	David Rose	David Rose/Schitt's Creek	David Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-David-Rose-2000-464-341.pdf
144	Alexis Rose	Alexis Rose	Alexis Rose/Schitt's Creek	Alexis Rose/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Alexis-Rose-2000-464-341.pdf
145	Stevie Budd	Stevie Budd	Stevie Budd/Schitt's Creek	Stevie Budd/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Stevie-Budd-2000-464-341.pdf
146	Ted Mullens	Ted Mullens	Ted Mullens/Schitt's Creek	Ted Mullens/Schitt's Creek	https://compstorylab.org/archetypometrics/cards/Schitts-Creek-Ted-Mullens-2000-464-341.pdf
147	Thomas Shelby	Thomas Shelby	Thomas Shelby/Peaky Blinders	Thomas Shelby/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Thomas-Shelby-2000-464-341.pdf
148	Arthur Shelby	Arthur Shelby	Arthur Shelby/Peaky Blinders	Arthur Shelby/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Arthur-Shelby-2000-464-341.pdf
149	Aunt Polly	Aunt Polly	Aunt Polly/Peaky Blinders	Aunt Polly/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Aunt-Polly-2000-464-341.pdf
150	Ada Shelby	Ada Shelby	Ada Shelby/Peaky Blinders	Ada Shelby/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Ada-Shelby-2000-464-341.pdf
151	Charlie Strong	Charlie Strong	Charlie Strong/Peaky Blinders	Charlie Strong/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Charlie-Strong-2000-464-341.pdf
152	Michael Gray	Michael Gray	Michael Gray/Peaky Blinders	Michael Gray/Peaky Blinders	https://compstorylab.org/archetypometrics/cards/Peaky-Blinders-Michael-Gray-2000-464-341.pdf
153	Littlefoot	Littlefoot	Littlefoot/The Land Before Time	Littlefoot/The Land Before Time	https://compstorylab.org/archetypometrics/cards/The-Land-Before-Time-Littlefoot-2000-464-341.pdf
154	Cera	Cera	Cera/The Land Before Time	Cera/The Land Before Time	https://compstorylab.org/archetypometrics/cards/The-Land-Before-Time-Cera-2000-464-341.pdf
155	Ducky	Ducky	Ducky/The Land Before Time	Ducky/The Land Before Time	https://compstorylab.org/archetypometrics/cards/The-Land-Before-Time-Ducky-2000-464-341.pdf
156	Petrie	Petrie	Petrie/The Land Before Time	Petrie/The Land Before Time	https://compstorylab.org/archetypometrics/cards/The-Land-Before-Time-Petrie-2000-464-341.pdf
157	Spike	Spike	Spike/The Land Before Time	Spike/The Land Before Time	https://compstorylab.org/archetypometrics/cards/The-Land-Before-Time-Spike-2000-464-341.pdf
158	Jo March	Jo March	Jo March/Little Women	Jo March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Jo-March-2000-464-341.pdf
159	Meg March	Meg March	Meg March/Little Women	Meg March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Meg-March-2000-464-341.pdf
160	Amy March	Amy March	Amy March/Little Women	Amy March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Amy-March-2000-464-341.pdf
161	Beth March	Beth March	Beth March/Little Women	Beth March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Beth-March-2000-464-341.pdf
162	Marmee March	Marmee March	Marmee March/Little Women	Marmee March/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Marmee-March-2000-464-341.pdf
163	Theodore Laurence	Theodore Laurence	Theodore Laurence/Little Women	Theodore Laurence/Little Women	https://compstorylab.org/archetypometrics/cards/Little-Women-Theodore-Laurence-2000-464-341.pdf
164	Kylo Ren	Kylo Ren	Kylo Ren/Star Wars: The Last Jedi	Kylo Ren/Star Wars: The Last Jedi	https://compstorylab.org/archetypometrics/cards/Star-Wars-The-Last-Jedi-Kylo-Ren-2000-464-341.pdf
165	Rey	Rey	Rey/Star Wars: The Last Jedi	Rey/Star Wars: The Last Jedi	https://compstorylab.org/archetypometrics/cards/Star-Wars-The-Last-Jedi-Rey-2000-464-341.pdf
166	Finn	Finn	Finn/Star Wars: The Last Jedi	Finn/Star Wars: The Last Jedi	https://compstorylab.org/archetypometrics/cards/Star-Wars-The-Last-Jedi-Finn-2000-464-341.pdf
167	Poe Dameron	Poe Dameron	Poe Dameron/Star Wars: The Last Jedi	Poe Dameron/Star Wars: The Last Jedi	https://compstorylab.org/archetypometrics/cards/Star-Wars-The-Last-Jedi-Poe-Dameron-2000-464-341.pdf
168	Rose Tico	Rose Tico	Rose Tico/Star Wars: The Last Jedi	Rose Tico/Star Wars: The Last Jedi	https://compstorylab.org/archetypometrics/cards/Star-Wars-The-Last-Jedi-Rose-Tico-2000-464-341.pdf
169	General Hux	General Hux	General Hux/Star Wars: The Last Jedi	General Hux/Star Wars: The Last Jedi	https://compstorylab.org/archetypometrics/cards/Star-Wars-The-Last-Jedi-General-Hux-2000-464-341.pdf
170	Anastasia Steele	Anastasia Steele	Anastasia Steele/Fifty Shades of Grey	Anastasia Steele/Fifty Shades of Grey	https://compstorylab.org/archetypometrics/cards/Fifty-Shades-of-Grey-Anastasia-Steele-2000-464-341.pdf
171	Christian Grey	Christian Grey	Christian Grey/Fifty Shades of Grey	Christian Grey/Fifty Shades of Grey	https://compstorylab.org/archetypometrics/cards/Fifty-Shades-of-Grey-Christian-Grey-2000-464-341.pdf
172	Tokio	Tokio	Tokio/Money Heist	Tokio/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Tokio-2000-464-341.pdf
173	El Profesor	El Profesor	El Profesor/Money Heist	El Profesor/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-El-Profesor-2000-464-341.pdf
174	Raquel Murillo	Raquel Murillo	Raquel Murillo/Money Heist	Raquel Murillo/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Raquel-Murillo-2000-464-341.pdf
175	Berlin	Berlin	Berlin/Money Heist	Berlin/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Berlin-2000-464-341.pdf
176	Rio	Rio	Rio/Money Heist	Rio/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Rio-2000-464-341.pdf
177	Denver	Denver	Denver/Money Heist	Denver/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Denver-2000-464-341.pdf
178	Monica Gaztambide	Monica Gaztambide	Monica Gaztambide/Money Heist	Monica Gaztambide/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Monica-Gaztambide-2000-464-341.pdf
179	Arturo Roman	Arturo Roman	Arturo Roman/Money Heist	Arturo Roman/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Arturo-Roman-2000-464-341.pdf
180	Helsinki	Helsinki	Helsinki/Money Heist	Helsinki/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Helsinki-2000-464-341.pdf
181	Nairobi	Nairobi	Nairobi/Money Heist	Nairobi/Money Heist	https://compstorylab.org/archetypometrics/cards/Money-Heist-Nairobi-2000-464-341.pdf
182	Troy Bolton	Troy Bolton	Troy Bolton/High School Musical	Troy Bolton/High School Musical	https://compstorylab.org/archetypometrics/cards/High-School-Musical-Troy-Bolton-2000-464-341.pdf
183	Gabriella Montez	Gabriella Montez	Gabriella Montez/High School Musical	Gabriella Montez/High School Musical	https://compstorylab.org/archetypometrics/cards/High-School-Musical-Gabriella-Montez-2000-464-341.pdf
184	Sharpay Evans	Sharpay Evans	Sharpay Evans/High School Musical	Sharpay Evans/High School Musical	https://compstorylab.org/archetypometrics/cards/High-School-Musical-Sharpay-Evans-2000-464-341.pdf
185	Ryan Evans	Ryan Evans	Ryan Evans/High School Musical	Ryan Evans/High School Musical	https://compstorylab.org/archetypometrics/cards/High-School-Musical-Ryan-Evans-2000-464-341.pdf
186	Chad Danforth	Chad Danforth	Chad Danforth/High School Musical	Chad Danforth/High School Musical	https://compstorylab.org/archetypometrics/cards/High-School-Musical-Chad-Danforth-2000-464-341.pdf
187	Taylor McKessie	Taylor McKessie	Taylor McKessie/High School Musical	Taylor McKessie/High School Musical	https://compstorylab.org/archetypometrics/cards/High-School-Musical-Taylor-McKessie-2000-464-341.pdf
188	Archie Andrews	Archie Andrews	Archie Andrews/Riverdale	Archie Andrews/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Archie-Andrews-2000-464-341.pdf
189	Betty Cooper	Betty Cooper	Betty Cooper/Riverdale	Betty Cooper/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Betty-Cooper-2000-464-341.pdf
190	Veronica Lodge	Veronica Lodge	Veronica Lodge/Riverdale	Veronica Lodge/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Veronica-Lodge-2000-464-341.pdf
191	Jughead Jones	Jughead Jones	Jughead Jones/Riverdale	Jughead Jones/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Jughead-Jones-2000-464-341.pdf
192	Kevin Keller	Kevin Keller	Kevin Keller/Riverdale	Kevin Keller/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Kevin-Keller-2000-464-341.pdf
193	Cheryl Blossom	Cheryl Blossom	Cheryl Blossom/Riverdale	Cheryl Blossom/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Cheryl-Blossom-2000-464-341.pdf
194	Alice Cooper	Alice Cooper	Alice Cooper/Riverdale	Alice Cooper/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Alice-Cooper-2000-464-341.pdf
195	Hiram Lodge	Hiram Lodge	Hiram Lodge/Riverdale	Hiram Lodge/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Hiram-Lodge-2000-464-341.pdf
196	Toni Topaz	Toni Topaz	Toni Topaz/Riverdale	Toni Topaz/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Toni-Topaz-2000-464-341.pdf
197	Reggie Mantle	Reggie Mantle	Reggie Mantle/Riverdale	Reggie Mantle/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Reggie-Mantle-2000-464-341.pdf
198	Hermione Lodge	Hermione Lodge	Hermione Lodge/Riverdale	Hermione Lodge/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Hermione-Lodge-2000-464-341.pdf
199	FP Jones	FP Jones	FP Jones/Riverdale	FP Jones/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-FP-Jones-2000-464-341.pdf
200	Fangs Fogarty	Fangs Fogarty	Fangs Fogarty/Riverdale	Fangs Fogarty/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Fangs-Fogarty-2000-464-341.pdf
201	Tom Keller	Tom Keller	Tom Keller/Riverdale	Tom Keller/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Tom-Keller-2000-464-341.pdf
202	Pop Tate	Pop Tate	Pop Tate/Riverdale	Pop Tate/Riverdale	https://compstorylab.org/archetypometrics/cards/Riverdale-Pop-Tate-2000-464-341.pdf
203	Alan Shore	Alan Shore	Alan Shore/Boston Legal	Alan Shore/Boston Legal	https://compstorylab.org/archetypometrics/cards/Boston-Legal-Alan-Shore-2000-464-341.pdf
204	Denny Crane	Denny Crane	Denny Crane/Boston Legal	Denny Crane/Boston Legal	https://compstorylab.org/archetypometrics/cards/Boston-Legal-Denny-Crane-2000-464-341.pdf
205	Shirley Schmidt	Shirley Schmidt	Shirley Schmidt/Boston Legal	Shirley Schmidt/Boston Legal	https://compstorylab.org/archetypometrics/cards/Boston-Legal-Shirley-Schmidt-2000-464-341.pdf
206	Remy	Remy	Remy/Ratatouille	Remy/Ratatouille	https://compstorylab.org/archetypometrics/cards/Ratatouille-Remy-2000-464-341.pdf
207	Alfredo Linguini	Alfredo Linguini	Alfredo Linguini/Ratatouille	Alfredo Linguini/Ratatouille	https://compstorylab.org/archetypometrics/cards/Ratatouille-Alfredo-Linguini-2000-464-341.pdf
208	Chef Skinner	Chef Skinner	Chef Skinner/Ratatouille	Chef Skinner/Ratatouille	https://compstorylab.org/archetypometrics/cards/Ratatouille-Chef-Skinner-2000-464-341.pdf
209	Lucifer Morningstar	Lucifer Morningstar	Lucifer Morningstar/Lucifer	Lucifer Morningstar/Lucifer	https://compstorylab.org/archetypometrics/cards/Lucifer-Lucifer-Morningstar-2000-464-341.pdf
210	Chloe Decker	Chloe Decker	Chloe Decker/Lucifer	Chloe Decker/Lucifer	https://compstorylab.org/archetypometrics/cards/Lucifer-Chloe-Decker-2000-464-341.pdf
211	Dan Espinoza	Dan Espinoza	Dan Espinoza/Lucifer	Dan Espinoza/Lucifer	https://compstorylab.org/archetypometrics/cards/Lucifer-Dan-Espinoza-2000-464-341.pdf
212	Amenadiel	Amenadiel	Amenadiel/Lucifer	Amenadiel/Lucifer	https://compstorylab.org/archetypometrics/cards/Lucifer-Amenadiel-2000-464-341.pdf
213	Mazikeen	Mazikeen	Mazikeen/Lucifer	Mazikeen/Lucifer	https://compstorylab.org/archetypometrics/cards/Lucifer-Mazikeen-2000-464-341.pdf
214	Linda Martin	Linda Martin	Linda Martin/Lucifer	Linda Martin/Lucifer	https://compstorylab.org/archetypometrics/cards/Lucifer-Linda-Martin-2000-464-341.pdf
215	Moiraine Damodred	Moiraine Damodred	Moiraine Damodred/Wheel of Time	Moiraine Damodred/Wheel of Time	https://compstorylab.org/archetypometrics/cards/Wheel-of-Time-Moiraine-Damodred-2000-464-341.pdf
216	Nynaeve al'Meara	Nynaeve al'Meara	Nynaeve al'Meara/Wheel of Time	Nynaeve al'Meara/Wheel of Time	https://compstorylab.org/archetypometrics/cards/Wheel-of-Time-Nynaeve-alMeara-2000-464-341.pdf
217	Egwene al'Vere	Egwene al'Vere	Egwene al'Vere/Wheel of Time	Egwene al'Vere/Wheel of Time	https://compstorylab.org/archetypometrics/cards/Wheel-of-Time-Egwene-alVere-2000-464-341.pdf
218	Rand al'Thor	Rand al'Thor	Rand al'Thor/Wheel of Time	Rand al'Thor/Wheel of Time	https://compstorylab.org/archetypometrics/cards/Wheel-of-Time-Rand-alThor-2000-464-341.pdf
219	Perrin Aybara	Perrin Aybara	Perrin Aybara/Wheel of Time	Perrin Aybara/Wheel of Time	https://compstorylab.org/archetypometrics/cards/Wheel-of-Time-Perrin-Aybara-2000-464-341.pdf
220	Mat Cauthon	Mat Cauthon	Mat Cauthon/Wheel of Time	Mat Cauthon/Wheel of Time	https://compstorylab.org/archetypometrics/cards/Wheel-of-Time-Mat-Cauthon-2000-464-341.pdf
221	Olivia Pope	Olivia Pope	Olivia Pope/Scandal	Olivia Pope/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Olivia-Pope-2000-464-341.pdf
222	Abby Whelan	Abby Whelan	Abby Whelan/Scandal	Abby Whelan/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Abby-Whelan-2000-464-341.pdf
223	Quinn Perkins	Quinn Perkins	Quinn Perkins/Scandal	Quinn Perkins/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Quinn-Perkins-2000-464-341.pdf
224	Huck	Huck	Huck/Scandal	Huck/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Huck-2000-464-341.pdf
225	Cyrus Beene	Cyrus Beene	Cyrus Beene/Scandal	Cyrus Beene/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Cyrus-Beene-2000-464-341.pdf
226	David Rosen	David Rosen	David Rosen/Scandal	David Rosen/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-David-Rosen-2000-464-341.pdf
227	Mellie Grant	Mellie Grant	Mellie Grant/Scandal	Mellie Grant/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Mellie-Grant-2000-464-341.pdf
228	Fitzgerald Grant	Fitzgerald Grant	Fitzgerald Grant/Scandal	Fitzgerald Grant/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Fitzgerald-Grant-2000-464-341.pdf
229	Jake Ballard	Jake Ballard	Jake Ballard/Scandal	Jake Ballard/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Jake-Ballard-2000-464-341.pdf
230	Rowan Pope	Rowan Pope	Rowan Pope/Scandal	Rowan Pope/Scandal	https://compstorylab.org/archetypometrics/cards/Scandal-Rowan-Pope-2000-464-341.pdf
231	Ennis Del Mar	Ennis Del Mar	Ennis Del Mar/Brokeback Mountain	Ennis Del Mar/Brokeback Mountain	https://compstorylab.org/archetypometrics/cards/Brokeback-Mountain-Ennis-Del-Mar-2000-464-341.pdf
232	Jack Twist	Jack Twist	Jack Twist/Brokeback Mountain	Jack Twist/Brokeback Mountain	https://compstorylab.org/archetypometrics/cards/Brokeback-Mountain-Jack-Twist-2000-464-341.pdf
233	Billy Costigan	Billy Costigan	Billy Costigan/The Departed	Billy Costigan/The Departed	https://compstorylab.org/archetypometrics/cards/The-Departed-Billy-Costigan-2000-464-341.pdf
234	Colin Sullivan	Colin Sullivan	Colin Sullivan/The Departed	Colin Sullivan/The Departed	https://compstorylab.org/archetypometrics/cards/The-Departed-Colin-Sullivan-2000-464-341.pdf
235	Frank Costello	Frank Costello	Frank Costello/The Departed	Frank Costello/The Departed	https://compstorylab.org/archetypometrics/cards/The-Departed-Frank-Costello-2000-464-341.pdf
236	Sgt. Sean Dignam	Sgt. Sean Dignam	Sgt. Sean Dignam/The Departed	Sgt. Sean Dignam/The Departed	https://compstorylab.org/archetypometrics/cards/The-Departed-Sgt-Sean-Dignam-2000-464-341.pdf
237	Capt. Oliver Queenan	Capt. Oliver Queenan	Capt. Oliver Queenan/The Departed	Capt. Oliver Queenan/The Departed	https://compstorylab.org/archetypometrics/cards/The-Departed-Capt-Oliver-Queenan-2000-464-341.pdf
238	Dr. Madolyn Madden	Dr. Madolyn Madden	Dr. Madolyn Madden/The Departed	Dr. Madolyn Madden/The Departed	https://compstorylab.org/archetypometrics/cards/The-Departed-Dr-Madolyn-Madden-2000-464-341.pdf
239	Rick Sanchez	Rick Sanchez	Rick Sanchez/Rick and Morty	Rick Sanchez/Rick and Morty	https://compstorylab.org/archetypometrics/cards/Rick-and-Morty-Rick-Sanchez-2000-464-341.pdf
240	Morty Smith	Morty Smith	Morty Smith/Rick and Morty	Morty Smith/Rick and Morty	https://compstorylab.org/archetypometrics/cards/Rick-and-Morty-Morty-Smith-2000-464-341.pdf
241	Summer Smith	Summer Smith	Summer Smith/Rick and Morty	Summer Smith/Rick and Morty	https://compstorylab.org/archetypometrics/cards/Rick-and-Morty-Summer-Smith-2000-464-341.pdf
242	Jyn Erso	Jyn Erso	Jyn Erso/Rogue One	Jyn Erso/Rogue One	https://compstorylab.org/archetypometrics/cards/Rogue-One-Jyn-Erso-2000-464-341.pdf
243	Cassian Andor	Cassian Andor	Cassian Andor/Rogue One	Cassian Andor/Rogue One	https://compstorylab.org/archetypometrics/cards/Rogue-One-Cassian-Andor-2000-464-341.pdf
244	Robin Hood	Robin Hood	Robin Hood/Robin Hood	Robin Hood/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Robin-Hood-2000-464-341.pdf
245	Maid Marian	Maid Marian	Maid Marian/Robin Hood	Maid Marian/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Maid-Marian-2000-464-341.pdf
246	Little John	Little John	Little John/Robin Hood	Little John/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Little-John-2000-464-341.pdf
247	Friar Tuck	Friar Tuck	Friar Tuck/Robin Hood	Friar Tuck/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Friar-Tuck-2000-464-341.pdf
248	Prince John	Prince John	Prince John/Robin Hood	Prince John/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Prince-John-2000-464-341.pdf
249	Sheriff of Nottingham	Sheriff of Nottingham	Sheriff of Nottingham/Robin Hood	Sheriff of Nottingham/Robin Hood	https://compstorylab.org/archetypometrics/cards/Robin-Hood-Sheriff-of-Nottingham-2000-464-341.pdf
250	Romeo Montague	Romeo Montague	Romeo Montague/Romeo and Juliet	Romeo Montague/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Romeo-Montague-2000-464-341.pdf
251	Juliet Capulet	Juliet Capulet	Juliet Capulet/Romeo and Juliet	Juliet Capulet/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Juliet-Capulet-2000-464-341.pdf
252	Friar Laurence	Friar Laurence	Friar Laurence/Romeo and Juliet	Friar Laurence/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Friar-Laurence-2000-464-341.pdf
253	Mercutio	Mercutio	Mercutio/Romeo and Juliet	Mercutio/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-Mercutio-2000-464-341.pdf
254	The Nurse	The Nurse	The Nurse/Romeo and Juliet	The Nurse/Romeo and Juliet	https://compstorylab.org/archetypometrics/cards/Romeo-and-Juliet-The-Nurse-2000-464-341.pdf
